Ensembl Gene ID,Illumina Mouse Ref 8 V2 probe
ENSMUSG00000054252,ILMN_1257208
ENSMUSG00000068071,
ENSMUSG00000067578,ILMN_2639849
ENSMUSG00000101136,
ENSMUSG00000074892,ILMN_1245509
ENSMUSG00000074892,
ENSMUSG00000027905,ILMN_2749303
ENSMUSG00000027905,
ENSMUSG00000058216,ILMN_2591342
ENSMUSG00000078754,
ENSMUSG00000062101,ILMN_2717936
ENSMUSG00000043633,ILMN_2646313
ENSMUSG00000043633,
ENSMUSG00000086996,
ENSMUSG00000071350,ILMN_3042783
ENSMUSG00000071350,ILMN_1228453
ENSMUSG00000071350,
ENSMUSG00000021639,
ENSMUSG00000021639,ILMN_1252745
ENSMUSG00000059113,
ENSMUSG00000096870,
ENSMUSG00000086264,
ENSMUSG00000106897,
ENSMUSG00000087409,
ENSMUSG00000103049,
ENSMUSG00000103916,
ENSMUSG00000049115,
ENSMUSG00000049115,ILMN_2972521
ENSMUSG00000091784,
ENSMUSG00000105402,
ENSMUSG00000102854,
ENSMUSG00000053310,ILMN_2645071
ENSMUSG00000083793,
ENSMUSG00000102267,
ENSMUSG00000043832,ILMN_3161652
ENSMUSG00000043832,ILMN_2606619
ENSMUSG00000043832,
ENSMUSG00000103932,
ENSMUSG00000043488,
ENSMUSG00000063767,ILMN_1230080
ENSMUSG00000090386,
ENSMUSG00000026775,ILMN_2505307
ENSMUSG00000026775,ILMN_2516374
ENSMUSG00000026775,ILMN_1251206
ENSMUSG00000026775,
ENSMUSG00000070606,
ENSMUSG00000038537,ILMN_2915996
ENSMUSG00000108949,
ENSMUSG00000071750,
ENSMUSG00000084295,
ENSMUSG00000078716,
ENSMUSG00000083882,
ENSMUSG00000086927,
ENSMUSG00000096820,
ENSMUSG00000075089,ILMN_2725727
ENSMUSG00000085053,
ENSMUSG00000083835,
ENSMUSG00000049971,ILMN_2743297
ENSMUSG00000049971,
ENSMUSG00000085949,
ENSMUSG00000073051,
ENSMUSG00000085905,
ENSMUSG00000014303,ILMN_2745305
ENSMUSG00000014303,ILMN_1226316
ENSMUSG00000014303,
ENSMUSG00000056054,ILMN_2710905
ENSMUSG00000108775,
ENSMUSG00000033082,ILMN_2604501
ENSMUSG00000033082,ILMN_2703231
ENSMUSG00000033082,ILMN_2732090
ENSMUSG00000033082,ILMN_2801601
ENSMUSG00000033082,
ENSMUSG00000105183,
ENSMUSG00000020801,ILMN_1217567
ENSMUSG00000020801,
ENSMUSG00000030590,ILMN_2868927
ENSMUSG00000030590,
ENSMUSG00000104928,
ENSMUSG00000097668,
ENSMUSG00000089909,
ENSMUSG00000026188,ILMN_2643021
ENSMUSG00000026188,
ENSMUSG00000090067,
ENSMUSG00000089958,
ENSMUSG00000085553,
ENSMUSG00000014301,ILMN_2976867
ENSMUSG00000014301,ILMN_2618461
ENSMUSG00000073491,
ENSMUSG00000014529,
ENSMUSG00000014529,ILMN_2604216
ENSMUSG00000036960,ILMN_1223362
ENSMUSG00000036960,
ENSMUSG00000053574,
ENSMUSG00000058748,ILMN_1222712
ENSMUSG00000047388,ILMN_3068179
ENSMUSG00000047388,ILMN_2701824
ENSMUSG00000047388,ILMN_3146362
ENSMUSG00000002204,ILMN_2657867
ENSMUSG00000002204,ILMN_1230302
ENSMUSG00000002204,ILMN_2781030
ENSMUSG00000002204,
ENSMUSG00000084805,
ENSMUSG00000034285,ILMN_2619861
ENSMUSG00000034285,
ENSMUSG00000100701,ILMN_3160792
ENSMUSG00000109489,
ENSMUSG00000109274,
ENSMUSG00000109129,ILMN_1241125
ENSMUSG00000107824,
ENSMUSG00000102470,
ENSMUSG00000086604,
ENSMUSG00000100392,
ENSMUSG00000103323,
ENSMUSG00000095423,ILMN_3083227
ENSMUSG00000035275,ILMN_3009400
ENSMUSG00000035275,
ENSMUSG00000051184,ILMN_2438078
ENSMUSG00000034424,ILMN_2696216
ENSMUSG00000034424,
ENSMUSG00000041828,ILMN_2686700
ENSMUSG00000041828,
ENSMUSG00000029416,ILMN_2687204
ENSMUSG00000029416,ILMN_2790312
ENSMUSG00000029416,
ENSMUSG00000089643,
ENSMUSG00000109491,
ENSMUSG00000030468,
ENSMUSG00000029911,
ENSMUSG00000029911,ILMN_3023573
ENSMUSG00000055633,
ENSMUSG00000027495,ILMN_2702016
ENSMUSG00000104429,
ENSMUSG00000029624,
ENSMUSG00000103474,
ENSMUSG00000045518,ILMN_1232844
ENSMUSG00000045518,ILMN_2643492
ENSMUSG00000045518,ILMN_2631469
ENSMUSG00000074259,ILMN_2898777
ENSMUSG00000074259,
ENSMUSG00000099098,
ENSMUSG00000090009,
ENSMUSG00000109549,
ENSMUSG00000043770,ILMN_1223346
ENSMUSG00000035228,
ENSMUSG00000038533,ILMN_1228018
ENSMUSG00000038533,ILMN_1235850
ENSMUSG00000038533,ILMN_2752204
ENSMUSG00000038533,
ENSMUSG00000030401,ILMN_1250904
ENSMUSG00000030401,
ENSMUSG00000014602,ILMN_2965896
ENSMUSG00000014602,
ENSMUSG00000041827,ILMN_2722380
ENSMUSG00000041827,ILMN_2717366
ENSMUSG00000041827,ILMN_2793464
ENSMUSG00000041827,
ENSMUSG00000082928,
ENSMUSG00000109565,
ENSMUSG00000042345,ILMN_2456730
ENSMUSG00000042345,
ENSMUSG00000085568,
ENSMUSG00000028530,ILMN_2701093
ENSMUSG00000028530,
ENSMUSG00000038722,ILMN_2781966
ENSMUSG00000038722,
ENSMUSG00000075088,ILMN_2969402
ENSMUSG00000039629,ILMN_3150313
ENSMUSG00000039629,ILMN_2760953
ENSMUSG00000039629,
ENSMUSG00000067567,ILMN_2871174
ENSMUSG00000067567,
ENSMUSG00000051639,ILMN_1215147
ENSMUSG00000102205,
ENSMUSG00000058542,
ENSMUSG00000103851,
ENSMUSG00000057594,ILMN_1231868
ENSMUSG00000057594,
ENSMUSG00000005907,
ENSMUSG00000027496,ILMN_2617228
ENSMUSG00000027496,
ENSMUSG00000102289,
ENSMUSG00000102575,
ENSMUSG00000103805,
ENSMUSG00000034377,
ENSMUSG00000034377,ILMN_2809656
ENSMUSG00000034377,ILMN_1252283
ENSMUSG00000102562,
ENSMUSG00000103972,
ENSMUSG00000102344,
ENSMUSG00000107134,
ENSMUSG00000109448,
ENSMUSG00000103495,
ENSMUSG00000020361,ILMN_2716838
ENSMUSG00000020361,ILMN_2704237
ENSMUSG00000020361,
ENSMUSG00000001942,ILMN_2434144
ENSMUSG00000085032,
ENSMUSG00000085514,
ENSMUSG00000087477,
ENSMUSG00000086199,
ENSMUSG00000105362,
ENSMUSG00000005886,ILMN_1259910
ENSMUSG00000005886,ILMN_1256574
ENSMUSG00000005886,
ENSMUSG00000101395,
ENSMUSG00000081526,
ENSMUSG00000061374,ILMN_2642313
ENSMUSG00000061374,
ENSMUSG00000054893,ILMN_2984153
ENSMUSG00000054893,
ENSMUSG00000108101,
ENSMUSG00000029706,ILMN_2714629
ENSMUSG00000029706,
ENSMUSG00000084917,
ENSMUSG00000067297,
ENSMUSG00000093779,
ENSMUSG00000071477,
ENSMUSG00000071477,ILMN_2897328
ENSMUSG00000058952,
ENSMUSG00000058952,ILMN_2631704
ENSMUSG00000029998,ILMN_2472504
ENSMUSG00000029998,
ENSMUSG00000101389,
ENSMUSG00000034252,
ENSMUSG00000034252,ILMN_1254100
ENSMUSG00000034252,ILMN_2714855
ENSMUSG00000034459,ILMN_2774340
ENSMUSG00000008690,ILMN_2745532
ENSMUSG00000008690,ILMN_3009334
ENSMUSG00000008690,ILMN_2701501
ENSMUSG00000008690,
ENSMUSG00000024121,ILMN_2605556
ENSMUSG00000024121,ILMN_1239946
ENSMUSG00000029178,ILMN_2432110
ENSMUSG00000029178,
ENSMUSG00000086261,
ENSMUSG00000104522,
ENSMUSG00000099909,ILMN_2711999
ENSMUSG00000103468,
ENSMUSG00000093903,
ENSMUSG00000049957,ILMN_1217150
ENSMUSG00000049957,ILMN_1220014
ENSMUSG00000049957,ILMN_2836246
ENSMUSG00000049957,
ENSMUSG00000073894,ILMN_3152061
ENSMUSG00000103176,
ENSMUSG00000094766,
ENSMUSG00000020573,
ENSMUSG00000022841,ILMN_1227300
ENSMUSG00000022841,
ENSMUSG00000075086,ILMN_2991761
ENSMUSG00000082128,
ENSMUSG00000043263,ILMN_3083424
ENSMUSG00000107984,
ENSMUSG00000086068,
ENSMUSG00000034601,
ENSMUSG00000036473,ILMN_1222184
ENSMUSG00000036473,ILMN_2616015
ENSMUSG00000036473,
ENSMUSG00000036473,ILMN_2615312
ENSMUSG00000036473,ILMN_1220826
ENSMUSG00000036158,ILMN_1228245
ENSMUSG00000081239,
ENSMUSG00000001100,ILMN_2760263
ENSMUSG00000001100,
ENSMUSG00000004221,
ENSMUSG00000004221,ILMN_2698097
ENSMUSG00000004221,ILMN_2630423
ENSMUSG00000004221,ILMN_2598585
ENSMUSG00000059639,
ENSMUSG00000106205,
ENSMUSG00000085742,
ENSMUSG00000021901,ILMN_2749866
ENSMUSG00000021901,
ENSMUSG00000097640,
ENSMUSG00000043496,ILMN_2615431
ENSMUSG00000022721,ILMN_3143116
ENSMUSG00000022721,ILMN_2682887
ENSMUSG00000022721,
ENSMUSG00000045996,ILMN_2736071
ENSMUSG00000108255,
ENSMUSG00000100556,
ENSMUSG00000108175,
ENSMUSG00000074405,ILMN_1241125
ENSMUSG00000074405,
ENSMUSG00000033061,ILMN_1231724
ENSMUSG00000033061,
ENSMUSG00000081913,
ENSMUSG00000066677,
ENSMUSG00000081537,
ENSMUSG00000057215,
ENSMUSG00000081388,
ENSMUSG00000034403,ILMN_2842877
ENSMUSG00000030147,ILMN_1213068
ENSMUSG00000030147,ILMN_2603898
ENSMUSG00000083378,
ENSMUSG00000075085,ILMN_2709517
ENSMUSG00000043290,ILMN_2910504
ENSMUSG00000005442,ILMN_1216970
ENSMUSG00000005442,
ENSMUSG00000079293,ILMN_1239843
ENSMUSG00000079293,ILMN_2653132
ENSMUSG00000079293,ILMN_2770652
ENSMUSG00000079293,ILMN_2663258
ENSMUSG00000079293,
ENSMUSG00000011427,ILMN_2655804
ENSMUSG00000011427,ILMN_2735766
ENSMUSG00000011427,
ENSMUSG00000098085,
ENSMUSG00000027498,
ENSMUSG00000027498,ILMN_1216029
ENSMUSG00000011114,ILMN_2667842
ENSMUSG00000011114,ILMN_1244753
ENSMUSG00000040569,ILMN_2673151
ENSMUSG00000040569,ILMN_1224808
ENSMUSG00000040569,
ENSMUSG00000048484,
ENSMUSG00000097308,
ENSMUSG00000056071,
ENSMUSG00000035413,ILMN_2658815
ENSMUSG00000035413,ILMN_2827646
ENSMUSG00000103105,
ENSMUSG00000038020,ILMN_1250569
ENSMUSG00000038020,ILMN_2979257
ENSMUSG00000038020,
ENSMUSG00000071237,
ENSMUSG00000056234,ILMN_3132361
ENSMUSG00000056234,
ENSMUSG00000055184,ILMN_2876971
ENSMUSG00000055184,ILMN_2876973
ENSMUSG00000109078,
ENSMUSG00000024857,
ENSMUSG00000024857,ILMN_2915898
ENSMUSG00000108563,
ENSMUSG00000108319,
ENSMUSG00000075084,ILMN_2714522
ENSMUSG00000103051,
ENSMUSG00000108812,
ENSMUSG00000101970,
ENSMUSG00000100601,ILMN_2608693
ENSMUSG00000009647,
ENSMUSG00000009647,ILMN_2863060
ENSMUSG00000009647,ILMN_2533766
ENSMUSG00000103570,
ENSMUSG00000100828,ILMN_3001871
ENSMUSG00000075534,
ENSMUSG00000106141,
ENSMUSG00000036376,
ENSMUSG00000008307,ILMN_3005587
ENSMUSG00000008307,
ENSMUSG00000072962,
ENSMUSG00000025782,ILMN_3160989
ENSMUSG00000041642,ILMN_1244605
ENSMUSG00000041642,ILMN_1254763
ENSMUSG00000041642,
ENSMUSG00000105264,
ENSMUSG00000031385,ILMN_2759012
ENSMUSG00000031385,
ENSMUSG00000096606,
ENSMUSG00000085024,
ENSMUSG00000062542,
ENSMUSG00000062542,ILMN_2668020
ENSMUSG00000037523,ILMN_2596961
ENSMUSG00000037523,
ENSMUSG00000097974,
ENSMUSG00000006221,ILMN_2677662
ENSMUSG00000105819,
ENSMUSG00000042641,
ENSMUSG00000105889,
ENSMUSG00000048677,
ENSMUSG00000048677,ILMN_1236133
ENSMUSG00000000159,ILMN_1235512
ENSMUSG00000000159,ILMN_2919999
ENSMUSG00000000159,ILMN_2752830
ENSMUSG00000052850,ILMN_3160550
ENSMUSG00000104595,
ENSMUSG00000021198,ILMN_1222844
ENSMUSG00000021198,ILMN_3021555
ENSMUSG00000021198,
ENSMUSG00000029086,
ENSMUSG00000029086,ILMN_2505476
ENSMUSG00000040490,ILMN_2651081
ENSMUSG00000092048,
ENSMUSG00000037140,ILMN_1237914
ENSMUSG00000104950,
ENSMUSG00000106117,
ENSMUSG00000104891,
ENSMUSG00000037922,
ENSMUSG00000092162,
ENSMUSG00000074570,ILMN_3061615
ENSMUSG00000074570,ILMN_3138107
ENSMUSG00000040302,ILMN_2940358
ENSMUSG00000040302,ILMN_1259185
ENSMUSG00000040302,
ENSMUSG00000012520,ILMN_2675812
ENSMUSG00000012520,
ENSMUSG00000011118,ILMN_2721052
ENSMUSG00000011118,
ENSMUSG00000027999,ILMN_2636536
ENSMUSG00000027999,
ENSMUSG00000027999,ILMN_2588391
ENSMUSG00000006356,ILMN_2710449
ENSMUSG00000006356,
ENSMUSG00000083156,
ENSMUSG00000080918,
ENSMUSG00000087526,
ENSMUSG00000078671,
ENSMUSG00000031657,ILMN_2762616
ENSMUSG00000031657,ILMN_3007728
ENSMUSG00000031657,ILMN_2590644
ENSMUSG00000031657,
ENSMUSG00000009569,ILMN_2754605
ENSMUSG00000009569,ILMN_2917138
ENSMUSG00000009569,ILMN_2917139
ENSMUSG00000055762,ILMN_3139168
ENSMUSG00000055762,ILMN_2624018
ENSMUSG00000055762,ILMN_3061673
ENSMUSG00000055762,ILMN_2423292
ENSMUSG00000055762,
ENSMUSG00000075081,ILMN_2976477
ENSMUSG00000046364,ILMN_1221403
ENSMUSG00000046364,ILMN_2882059
ENSMUSG00000046364,
ENSMUSG00000042250,ILMN_2693612
ENSMUSG00000042250,ILMN_3154568
ENSMUSG00000042250,
ENSMUSG00000021681,ILMN_1249270
ENSMUSG00000021681,ILMN_2858324
ENSMUSG00000021681,ILMN_2660898
ENSMUSG00000021681,ILMN_2603559
ENSMUSG00000021681,ILMN_2596231
ENSMUSG00000007415,
ENSMUSG00000007415,ILMN_2982097
ENSMUSG00000007415,ILMN_2594205
ENSMUSG00000007415,ILMN_1259903
ENSMUSG00000075702,ILMN_1226838
ENSMUSG00000052955,
ENSMUSG00000091511,
ENSMUSG00000044600,ILMN_2593484
ENSMUSG00000044600,
ENSMUSG00000070637,ILMN_3160727
ENSMUSG00000104170,
ENSMUSG00000102177,
ENSMUSG00000103085,
ENSMUSG00000102639,
ENSMUSG00000098093,
ENSMUSG00000084167,
ENSMUSG00000103506,
ENSMUSG00000053178,ILMN_2714874
ENSMUSG00000102664,
ENSMUSG00000081746,
ENSMUSG00000074569,ILMN_3161657
ENSMUSG00000105130,
ENSMUSG00000106915,
ENSMUSG00000104015,
ENSMUSG00000104488,
ENSMUSG00000105244,
ENSMUSG00000020922,ILMN_2963580
ENSMUSG00000020922,ILMN_1227773
ENSMUSG00000020922,ILMN_2730926
ENSMUSG00000020922,ILMN_2496121
ENSMUSG00000026473,ILMN_2644496
ENSMUSG00000026473,
ENSMUSG00000107141,
ENSMUSG00000105937,
ENSMUSG00000000157,ILMN_1220485
ENSMUSG00000000157,ILMN_1258735
ENSMUSG00000100625,
ENSMUSG00000104710,
ENSMUSG00000070605,
ENSMUSG00000087633,
ENSMUSG00000062785,ILMN_2681742
ENSMUSG00000103921,
ENSMUSG00000027502,ILMN_2845980
ENSMUSG00000027502,ILMN_2596259
ENSMUSG00000027502,ILMN_2845974
ENSMUSG00000027502,
ENSMUSG00000030162,ILMN_2745565
ENSMUSG00000030162,
ENSMUSG00000073716,
ENSMUSG00000082975,
ENSMUSG00000081998,
ENSMUSG00000102463,
ENSMUSG00000108479,
ENSMUSG00000028540,ILMN_2613389
ENSMUSG00000028540,ILMN_2701741
ENSMUSG00000028540,ILMN_2847024
ENSMUSG00000041272,
ENSMUSG00000082646,
ENSMUSG00000101773,
ENSMUSG00000101540,
ENSMUSG00000059981,
ENSMUSG00000062611,
ENSMUSG00000081543,
ENSMUSG00000086046,
ENSMUSG00000026432,
ENSMUSG00000082217,ILMN_2946726
ENSMUSG00000098095,
ENSMUSG00000056300,ILMN_3139986
ENSMUSG00000097946,
ENSMUSG00000014550,ILMN_1234236
ENSMUSG00000014550,
ENSMUSG00000013858,ILMN_2683363
ENSMUSG00000003992,
ENSMUSG00000034416,ILMN_2692151
ENSMUSG00000034416,ILMN_2598742
ENSMUSG00000034416,
ENSMUSG00000050505,ILMN_1237302
ENSMUSG00000050505,
ENSMUSG00000099356,ILMN_2748733
ENSMUSG00000095841,
ENSMUSG00000108832,
ENSMUSG00000027790,ILMN_3139952
ENSMUSG00000027790,
ENSMUSG00000106995,
ENSMUSG00000101133,
ENSMUSG00000026034,ILMN_2767905
ENSMUSG00000026034,
ENSMUSG00000105892,
ENSMUSG00000075079,ILMN_3160628
ENSMUSG00000046793,ILMN_1254930
ENSMUSG00000023087,ILMN_2591440
ENSMUSG00000023087,ILMN_1255422
ENSMUSG00000023087,
ENSMUSG00000043282,ILMN_2962539
ENSMUSG00000004945,ILMN_1218627
ENSMUSG00000009378,ILMN_1225059
ENSMUSG00000102459,
ENSMUSG00000107257,
ENSMUSG00000095893,ILMN_3161978
ENSMUSG00000101012,
ENSMUSG00000045968,ILMN_1237653
ENSMUSG00000045968,
ENSMUSG00000024118,
ENSMUSG00000103894,
ENSMUSG00000086052,
ENSMUSG00000031400,ILMN_2721337
ENSMUSG00000031400,
ENSMUSG00000075078,ILMN_1255403
ENSMUSG00000100430,
ENSMUSG00000073490,
ENSMUSG00000026788,ILMN_2503987
ENSMUSG00000026788,ILMN_2514599
ENSMUSG00000026788,
ENSMUSG00000047053,ILMN_1235654
ENSMUSG00000048922,ILMN_2632153
ENSMUSG00000048922,
ENSMUSG00000044674,ILMN_2683698
ENSMUSG00000005732,ILMN_2598852
ENSMUSG00000005732,
ENSMUSG00000090223,ILMN_2752830
ENSMUSG00000030148,
ENSMUSG00000030148,ILMN_2739466
ENSMUSG00000030148,ILMN_2819015
ENSMUSG00000030443,ILMN_3055220
ENSMUSG00000030443,
ENSMUSG00000100323,ILMN_2871422
ENSMUSG00000046982,
ENSMUSG00000108741,
ENSMUSG00000103313,
ENSMUSG00000109055,
ENSMUSG00000102346,
ENSMUSG00000085165,
ENSMUSG00000105666,
ENSMUSG00000060371,ILMN_1249022
ENSMUSG00000060371,
ENSMUSG00000108962,
ENSMUSG00000085688,
ENSMUSG00000098153,
ENSMUSG00000101959,
ENSMUSG00000051041,ILMN_1219253
ENSMUSG00000082505,
ENSMUSG00000076831,
ENSMUSG00000073489,ILMN_3010089
ENSMUSG00000106747,
ENSMUSG00000107169,ILMN_2605556
ENSMUSG00000107169,ILMN_1239946
ENSMUSG00000044597,ILMN_2909454
ENSMUSG00000098147,
ENSMUSG00000068082,ILMN_2791392
ENSMUSG00000085185,
ENSMUSG00000019818,ILMN_1246611
ENSMUSG00000019818,
ENSMUSG00000048186,ILMN_2590042
ENSMUSG00000048186,
ENSMUSG00000082326,
ENSMUSG00000022718,ILMN_1226133
ENSMUSG00000022718,
ENSMUSG00000005233,ILMN_2901180
ENSMUSG00000005233,ILMN_1255960
ENSMUSG00000005233,
ENSMUSG00000035540,ILMN_1224923
ENSMUSG00000071715,ILMN_2743013
ENSMUSG00000071715,
ENSMUSG00000057691,
ENSMUSG00000087595,
ENSMUSG00000103795,
ENSMUSG00000087679,
ENSMUSG00000081941,
ENSMUSG00000105506,
ENSMUSG00000090222,
ENSMUSG00000093410,
ENSMUSG00000103095,
ENSMUSG00000021470,
ENSMUSG00000021470,ILMN_2816356
ENSMUSG00000021470,ILMN_2816547
ENSMUSG00000067941,
ENSMUSG00000103919,
ENSMUSG00000102187,
ENSMUSG00000101361,
ENSMUSG00000035745,ILMN_1229979
ENSMUSG00000035745,
ENSMUSG00000079584,
ENSMUSG00000102433,
ENSMUSG00000083682,
ENSMUSG00000107289,
ENSMUSG00000027489,ILMN_2775695
ENSMUSG00000027489,
ENSMUSG00000104976,
ENSMUSG00000101307,
ENSMUSG00000106854,
ENSMUSG00000107319,
ENSMUSG00000086939,
ENSMUSG00000096900,
ENSMUSG00000058254,ILMN_2807016
ENSMUSG00000086460,
ENSMUSG00000032898,ILMN_1244991
ENSMUSG00000032898,
ENSMUSG00000038013,
ENSMUSG00000038013,ILMN_1230340
ENSMUSG00000038013,ILMN_1223848
ENSMUSG00000038013,ILMN_3076228
ENSMUSG00000106849,
ENSMUSG00000037720,ILMN_1258977
ENSMUSG00000037720,ILMN_1234558
ENSMUSG00000037720,
ENSMUSG00000052014,
ENSMUSG00000085812,
ENSMUSG00000000263,ILMN_2657254
ENSMUSG00000039372,ILMN_1227882
ENSMUSG00000039372,ILMN_2793827
ENSMUSG00000090946,
ENSMUSG00000107090,
ENSMUSG00000095865,ILMN_3156604
ENSMUSG00000083312,
ENSMUSG00000028148,ILMN_2712007
ENSMUSG00000108592,
ENSMUSG00000083038,
ENSMUSG00000081296,
ENSMUSG00000000706,ILMN_2607009
ENSMUSG00000000706,
ENSMUSG00000025647,ILMN_2651077
ENSMUSG00000025647,ILMN_2651076
ENSMUSG00000025647,
ENSMUSG00000025647,ILMN_2636360
ENSMUSG00000022322,ILMN_2711112
ENSMUSG00000022322,ILMN_3004376
ENSMUSG00000022322,ILMN_2635367
ENSMUSG00000022322,
ENSMUSG00000063146,
ENSMUSG00000063146,ILMN_2698400
ENSMUSG00000031360,ILMN_2858769
ENSMUSG00000031360,ILMN_2737171
ENSMUSG00000031360,ILMN_2632076
ENSMUSG00000031360,
ENSMUSG00000081663,
ENSMUSG00000024913,
ENSMUSG00000086703,
ENSMUSG00000103339,
ENSMUSG00000057054,ILMN_2650902
ENSMUSG00000083921,
ENSMUSG00000107117,
ENSMUSG00000057068,
ENSMUSG00000108212,
ENSMUSG00000103812,
ENSMUSG00000030869,ILMN_2732281
ENSMUSG00000030869,
ENSMUSG00000020570,ILMN_2758720
ENSMUSG00000020570,ILMN_1254669
ENSMUSG00000020570,
ENSMUSG00000037112,ILMN_1232372
ENSMUSG00000037112,
ENSMUSG00000040952,ILMN_2862280
ENSMUSG00000040952,ILMN_2754355
ENSMUSG00000040952,
ENSMUSG00000097493,
ENSMUSG00000033033,ILMN_2677612
ENSMUSG00000033033,ILMN_2887198
ENSMUSG00000033033,
ENSMUSG00000030802,ILMN_1249301
ENSMUSG00000030802,ILMN_2648746
ENSMUSG00000030802,
ENSMUSG00000083711,
ENSMUSG00000072568,
ENSMUSG00000109462,
ENSMUSG00000109305,
ENSMUSG00000084018,
ENSMUSG00000093812,
ENSMUSG00000020427,ILMN_2727503
ENSMUSG00000004552,ILMN_2960325
ENSMUSG00000004552,
ENSMUSG00000086646,
ENSMUSG00000102574,
ENSMUSG00000093639,ILMN_1247117
ENSMUSG00000102590,
ENSMUSG00000097437,
ENSMUSG00000004613,ILMN_1247117
ENSMUSG00000083363,
ENSMUSG00000021620,ILMN_2719650
ENSMUSG00000021620,
ENSMUSG00000107148,
ENSMUSG00000038462,ILMN_2473090
ENSMUSG00000026536,
ENSMUSG00000107363,
ENSMUSG00000107208,
ENSMUSG00000015478,ILMN_3161066
ENSMUSG00000043432,ILMN_2757682
ENSMUSG00000106753,
ENSMUSG00000037653,ILMN_1224865
ENSMUSG00000037653,
ENSMUSG00000097434,
ENSMUSG00000037692,ILMN_2689187
ENSMUSG00000037692,
ENSMUSG00000051022,ILMN_1253182
ENSMUSG00000059689,
ENSMUSG00000059689,ILMN_2949275
ENSMUSG00000025075,ILMN_2644936
ENSMUSG00000025075,ILMN_1234797
ENSMUSG00000025075,ILMN_2979190
ENSMUSG00000102884,
ENSMUSG00000035545,
ENSMUSG00000035545,ILMN_2655888
ENSMUSG00000107312,
ENSMUSG00000023452,ILMN_2718349
ENSMUSG00000023452,ILMN_2718356
ENSMUSG00000023452,ILMN_2718350
ENSMUSG00000023452,
ENSMUSG00000106673,
ENSMUSG00000071719,ILMN_2946581
ENSMUSG00000107234,
ENSMUSG00000048458,ILMN_2885123
ENSMUSG00000048458,ILMN_2747792
ENSMUSG00000048458,ILMN_2688257
ENSMUSG00000048458,
ENSMUSG00000092395,
ENSMUSG00000104259,
ENSMUSG00000090272,ILMN_1224389
ENSMUSG00000090272,
ENSMUSG00000040520,ILMN_2663065
ENSMUSG00000040520,
ENSMUSG00000100104,
ENSMUSG00000108573,
